twitterID,text,retweet_count,favorite_count,created_at,location,source
hjstella_home,"Moltres raid has started 1.4km (SE) away, til 19:05:54 (1h 59m). https://t.co/DockB5t9ug",0,0,2017-08-04 08:06:06,,pokealarm_hjstella
william mccracken,"Sorted my #summer, entered to #win Google home with #Heart https://t.co/1UA7iXcbmQ",0,0,2017-08-04 08:05:45,,Twitter Web Client
LinkSkywalker gaming,@NamiNoMugiwara Google Home ????????,0,0,2017-08-04 08:05:12,France(Dofus : Li Crounch),Twitter for Android
Tanya Johnson,@regen This is when the Google Home is invaluable. Hands free kitchen conversions.,0,0,2017-08-04 08:04:22,"Auckland, New Zealand",Twitter Web Client
Monika Neunetzer,RT @globaldatamaker: How to get started with a #Google powered #smarthome. #cio #automation #postappera - https://t.co/PdHMdb4aah https://t…,9,0,2017-08-04 08:03:31,"München, Bayern",DR Live Chat
hjstella_home,"Larvitar (69%/13/7/11/CP 139/Lvl 6) has appeared 418.0m (E) away, til 17:32:29 (29m 25s). https://t.co/MFaA5cIOkV",0,0,2017-08-04 08:03:03,,pokealarm_hjstella
marching,"""honest error"" #EmoryUniversity MD or more fittingly, #fraudulent #researcher, #fabricator, #backstabber, etc.… https://t.co/ZjNbglPTK0",0,0,2017-08-04 08:02:04,,Postcron App
stone90,"Sorted my #summer, entered to #win Google home with #Heart @Knockhatch https://t.co/BxBzcOPEot",0,0,2017-08-04 08:01:32,,Twitter Web Client
OmtÖcknad Swede,"IKEA Solar Panels Go on Sale in UK - The European nation is now offering solar panels for your home, adding tha... https://t.co/RQC86WktI1",0,0,2017-08-04 08:00:24,Worldwide,Hootsuite
NITIN KANANI,"WE BUY YOUR PROPERTY AS IT IS IN 7 DAYS FLAT!
SUBMIT YOUR PROPERTY DETAILS HERE! https://t.co/BYIPN2FYGu",0,0,2017-08-04 08:00:13,leicester uk,Facebook
NITIN KANANI,Rent Now Sell Later! https://t.co/mtntifdpMC,0,0,2017-08-04 08:00:04,leicester uk,Facebook
bombshellalerts,Bombshell report! Historians: Cannonball found at Bklyn Heights home dates to Revolutionary War https://t.co/UbPUus0Q8d,0,0,2017-08-04 07:58:28,,IFTTT
Winnie CullMac,"@theboyjai You clearly couldn't be bothered to read it so here it is. 

https://t.co/ZMiIzUJB5C",0,0,2017-08-04 07:58:05,,Twitter for iPhone
Michael Hill,RT @julieadam: Update for @RadioplayerCa listen via Sonos CarPlay Android Auto or cast to TV Google Home or any Chromecast enabled device=R…,9,0,2017-08-04 07:56:50,"London, UK",Twitter for iPhone
Daniel,"RT @GoogleUK: Introducing Google Home. It's your own Google, always ready to help. For £129 RRP. https://t.co/tU1VI2Q9n0",392,0,2017-08-04 07:54:41,chippenham,Twitter Web Client
Zaq,@UrAvgConsumer Do you use Google Home or Alexa?,0,0,2017-08-04 07:54:20,Australia,Twitter for iPad
Nevo Financial LLC,Huawei's Watch 2 with Android Wear 2 goes 4G in Aussie first https://t.co/mbjFq3zf9R,0,0,2017-08-04 07:54:16,"Austin, TX",dlvr.it
Dan Stiel,Huawei's Watch 2 with Android Wear 2 goes 4G in Aussie first https://t.co/LwPpvJA6lM,0,0,2017-08-04 07:54:12,"Newport Beach, CA",dlvr.it
프로준면사랑러,"mga around this time, google notifies me it's time to go home hahahha",0,0,2017-08-04 07:53:41,APRIL/MAY 2018,Twitter for iPhone
Chidi Stone,"Google review of Home &amp; Art Furnishing Limited by Chidi Ogoke #GoogleMaps

https://t.co/R0g9WcopYv
@HomeandArt",0,1,2017-08-04 07:52:53,Nigeria,Twitter for Android
helpadya19,"#Must join Help Adya for #selling your old #mobile
https://t.co/OYnExXe498
@Google @Yahoo @helpadya1 https://t.co/IUfgsaK0WT",0,0,2017-08-04 07:52:13,,Twitter Web Client
Linda Breidbach,RT @globaldatamaker: How to get started with a #Google powered #smarthome. #cio #automation #postappera - https://t.co/PdHMdb4aah https://t…,9,0,2017-08-04 07:52:05,"Salzburg, Österreich",Linda Live Chat
hjstella_home,"Togetic has appeared 2.1km (SW) away, til 17:20:36 (28m 47s). https://t.co/OCGyHDxIxV",0,0,2017-08-04 07:51:48,,pokealarm_hjstella
Danielle Price,google porn net my amateur home porn https://t.co/u2d0mcwoA5,0,0,2017-08-04 07:50:59,,Twitter Web Client
Pierangelo,"RT @GoogleUK: Introducing Google Home. It's your own Google, always ready to help. For £129 RRP. https://t.co/tU1VI2Q9n0",392,0,2017-08-04 07:50:50,Marketer Trader,Twitter Web Client
Charles Litster,Ashes! https://t.co/kk5ZW4tBIa A moment that changed me: walking home through the London riots in 2011 ... Brixton riot after the death of…,0,0,2017-08-04 07:49:17,Edinburgh,IFTTT
Jive Battersea,RT @margaret_easton: Battersea reveals the dogs that have been with them for over 100 days https://t.co/jLdPznyagx via https://t.co/aeN5QYC…,1,0,2017-08-04 07:48:04,Battersea of course,JiveBattersea
The Franchisee,Diversified Restaurant Holdings Reports Second Quarter 2017 Results https://t.co/uNMfNylo07,0,0,2017-08-04 07:45:53,,Hootsuite
Homegrown Security,JSO: Man arrested after 56 marijuana plants found inside home https://t.co/ysEv1Sll3f,0,0,2017-08-04 07:45:22,United States.,Hootsuite
Home Remodel USA,"Bluebook Selected by Angie's List to Provide Localized, Detailed Home Improvement Project Cost ... https://t.co/GV3PvSLP1H",0,0,2017-08-04 07:45:16,USA,Hootsuite
Where Did My Life Go,"Memoir News: Ermahgerd You Guys, Joanna Gaines Is Releasing a New Home Design Book! https://t.co/YqRzdneTvh",0,1,2017-08-04 07:45:16,"Miami, FL",Hootsuite
hjstella_home,"Lugia raid has started 1.6km (SW) away, til 18:44:42 (1h 59m). https://t.co/kVNR346HT4",0,0,2017-08-04 07:45:05,,pokealarm_hjstella
save cetaceans,"Every Friday during the killing season @#FaroeIslands Please join us 
#OpKillingBay #EU 
https://t.co/Wp0kefh9ib … https://t.co/WMWXvyt98V",0,0,2017-08-04 07:43:24,,Twitter for Android
Antony Clark,"https://t.co/hWOdymfy9u
Turn Every Day into a Pay Day
A Proven Automated System for
Turning Your Every Day Into a P… https://t.co/B9KPDZVFQl",0,0,2017-08-04 07:43:20,Winchelsea Beach ,The Social Jukebox
STEM,Solar Panels For Home https://t.co/DJi2CZ2KAK https://t.co/mvxjtmzXUM,0,0,2017-08-04 07:43:18,"Bengaluru, India",IFTTT
save cetaceans,"#OpKillingBay #EU introduce #FaroeIsland Fridays 
https://t.co/Dlq1QItmUH  &lt;Tweets
 https://t.co/GmS6v4avVY",0,0,2017-08-04 07:43:18,,Twitter for Android
STEM,Solar Panels For Home https://t.co/dGoCBAj7qD,0,0,2017-08-04 07:42:41,"Bengaluru, India",IFTTT
margaret Easton,Battersea reveals the dogs that have been with them for over 100 days https://t.co/jLdPznyagx via https://t.co/aeN5QYC6jM,1,0,2017-08-04 07:42:40,,Kindle
Carl Barron,Home https://t.co/0EGYalo7bz https://t.co/jv9ncZ6rxH,0,0,2017-08-04 07:39:44,"Christchurch, Dorset",Facebook
Carl Barron,Home https://t.co/0EGYalo7bz https://t.co/CENZpjNfCR,0,0,2017-08-04 07:39:43,"Christchurch, Dorset",Facebook
Carl Barron,Home https://t.co/0EGYalo7bz,0,0,2017-08-04 07:39:38,"Christchurch, Dorset",ManageFlitter
Chatomate,"RT @srinivasancj: Pop Quiz: Which Is Smarter, Amazon Alexa or Google Home? https://t.co/PPXuIVVFDa #chatbots https://t.co/8febAs3pvH",1,0,2017-08-04 07:38:56,"Edinburgh, Scotland",Twitter for Android
thor odinson,RT @julieadam: Update for @RadioplayerCa listen via Sonos CarPlay Android Auto or cast to TV Google Home or any Chromecast enabled device=R…,9,0,2017-08-04 07:38:18,"reno,nevada",Twitter for Android
Kerry Hoath,@leeseio family will work auth with the google home app work sfine for me with family.,0,0,2017-08-04 07:38:13,Perth WA,Chicken Nugget
EE,@marty5552 For sure: https://t.co/qBlBlJOY3l -CT,0,0,2017-08-04 07:37:40,UK,Lithium Tech.
Post App Era,RT @globaldatamaker: How to get started with a #Google powered #smarthome. #cio #automation #postappera - https://t.co/PdHMdb4aah https://t…,9,0,2017-08-04 07:37:37,,PAE Live Chat
ambitionBURN,RT @carryconcealed: SAPD Need Help Identifying Home Invasion Robbery Suspect https://t.co/aqrGmjGUfE #HomeInvasion,1,0,2017-08-04 07:36:57,ambitionBURN,Twitter for iPhone
ambitionBURN,RT @carryconcealed: Woman arrested in connection with Athens home invasion https://t.co/hvYsSnZIzE #HomeInvasion,1,0,2017-08-04 07:36:54,ambitionBURN,Twitter for iPhone
Smart City Feed 🤖,RT @KeithRoan: Alibaba Group Forms Partnership with Macau SAR Government to Drive Smart City Development https://t.co/jiLWR7sKY5,1,0,2017-08-04 07:35:03,,SCBotBackend
keith roan,Alibaba Group Forms Partnership with Macau SAR Government to Drive Smart City Development https://t.co/jiLWR7sKY5,1,0,2017-08-04 07:31:07,,Hootsuite
Security Fox,"Fortune Brands Home &amp; Security, Inc. (FBHS) Releases Quarterly Earnings Results, Beats ... https://t.co/meZ0vjnwUv",0,1,2017-08-04 07:31:04,United States,Hootsuite
Fundraising Ideas,Samaritans take to the streets for fundraising day https://t.co/KQkfopuJvw,0,0,2017-08-04 07:31:00,,Hootsuite
Scott Brown,I am tweeting from Google home,0,0,2017-08-04 07:28:30,,IFTTT
🍑,@space_fae Do you have some of those heartburn chewy tablets? If not maybe google some home remedies,0,1,2017-08-04 07:28:15,,Twitter for iPhone
Petteri Laine,"""Everyday is a journey and the journey itself is home"" https://t.co/OB8zXR8KQp",0,0,2017-08-04 07:25:22,,Twitter for Android
AnySource,"Take a peek into my blog here 👀 The Google Home outage wasn’t a great sign for the future of AI
https://t.co/DFY9R6oRm2",0,0,2017-08-04 07:25:14,,Crowdfire - Go Big
ardentisys,The 2nd big shift is our ability to utilise # cloud to process the info these devices collate &amp; collect… https://t.co/rMWDEiSRVo,0,0,2017-08-04 07:24:05,United Kingdom,Twitter Web Client
Ray Hammond,Google Home gets voice recognition - can tell who is speaking to it. #futurist https://t.co/aVMZhCJE0n,0,0,2017-08-04 07:24:04,London and around the world,Buffer
Kerry Hoath,@leeseio you can do reminders you link it too your google calendar in the google home app.,0,0,2017-08-04 07:23:42,Perth WA,Chicken Nugget
Pop Music Feed,'Go see Katy Perry' - Roger Waters to critics of his anti-Trump tour: https://t.co/r0vi2FZmii,0,0,2017-08-04 07:23:29,,IFTTT
ThermalCameras.Guide,Second fire in same day destroys home - https://t.co/r74iuGLvR4 https://t.co/WR61CRbUqY #thermal #camera,0,0,2017-08-04 07:21:17,"Dallas, TX",IFTTT
Steven Carroll,"Sorted my #summer, entered to #win Google home with #Heart https://t.co/wINhuHAS0h",0,0,2017-08-04 07:20:55,Nottingham,Twitter Web Client
Michael Brandson,RT @globaldatamaker: How to get started with a #Google powered #smarthome. #cio #automation #postappera - https://t.co/PdHMdb4aah https://t…,9,0,2017-08-04 07:20:18,"Newcastle, WA",Follow Live Chat
Smart City World,RT @globaldatamaker: How to get started with a #Google powered #smarthome. #cio #automation #postappera - https://t.co/PdHMdb4aah https://t…,9,0,2017-08-04 07:18:21,,Smart City World Access
Pop Music Feed,"Songs By Linkin Park, Tyler The Creator, The Chainsmokers, More Debut On Bubbling Under Hot ...: https://t.co/dJXC6AZ4pw",0,0,2017-08-04 07:18:19,,IFTTT
Startup Math,"Here are the best startup cities in the Midwest #startup #funding However, it's also increasingly home to more tec… https://t.co/3HzqPLob3v",0,0,2017-08-04 07:16:25,,IFTTT
Takeover News,5 Google Home tips for people who love music - CNET https://t.co/PyMsAjapfw,0,0,2017-08-04 07:16:05,,dlvr.it
Caribbean Reggae,Hip Hop Hollywood Three Houses Down drop brand new infectious reggae anthem https://t.co/78ZM4BY2RX,0,0,2017-08-04 07:15:32,,Hootsuite
Solar panel watch UK,Better home batteries are changing the sustainable energy game https://t.co/26kpje6sPJ #solarenergy,0,1,2017-08-04 07:15:06,London,dlvr.it
Agostino Bugari,"RT @GoogleUK: Introducing Google Home. It's your own Google, always ready to help. For £129 RRP. https://t.co/tU1VI2Q9n0",392,0,2017-08-04 07:15:03,,Twitter Web Client
hjstella_home,"Donphan (62%/14/11/3/CP 1651/Lvl 20) has appeared 1.2km (E) away, til 16:43:35 (29m 3s). https://t.co/seC08ajLXx",0,0,2017-08-04 07:14:31,,pokealarm_hjstella
Ennui💍 ❄️💍😭,Too tired to sleep sometimes I google existentialist stuff and find gems like this. Hit too close to home   https://t.co/rOmMvCWQWO,0,0,2017-08-04 07:14:12,Mexico,Twitter for iPhone
Haidar Barbouti,(Acres) Home(s) is where the art is https://t.co/tz4X5pjjsM #HoustonRealEstate,0,0,2017-08-04 07:13:06,,IFTTT
Prabhas kumar,"RT @shenoy70: @sardesairajdeep @MisaBharti Sir, you are growing old. So refreshing memory.https://t.co/HCnVQbkdQ0",15,0,2017-08-04 07:12:26,"Jamshedpur, India",Twitter for Android
Earn Extra Income,'Care' Documentary: In-Home Workers Valued But Not Compensated https://t.co/vvfGltU7Vc,0,0,2017-08-04 07:12:23,Southwest USA,IFTTT
hjstella_home,"Blastoise (33%/5/4/6/CP 1706/Lvl 29) has appeared 568.0m (NW) away, til 16:41:26 (29m 14s). https://t.co/5MdRGAUB6X",0,0,2017-08-04 07:12:11,,pokealarm_hjstella
NewsKovai,#Coimbatore : Kerala: NIA raids 24-year-old engineer's home on suspicion of links with… https://t.co/otAPkwrwNX,0,0,2017-08-04 07:11:31,Coimbatore,Google
Richard Bejah CFP®,"#Health #Life One Month On, Is Google Home More Than A Passing Novelty?:  .. via https://t.co/3wHozdHC92 https://t.co/4BTsdCodmf",0,0,2017-08-04 07:10:23,Launceston Australia #F4F,SocialOomph
Alia Bhatt FC,Alia Bhatt tries BlueStone at home in new TVC - https://t.co/X1zBrzbtAX https://t.co/uJRKd7mpfW @aliaa08 https://t.co/QwK5CZ31aG,0,0,2017-08-04 07:10:10,,dlvr.it
hjstella_home,"Lugia raid has started 2.6km (SE) away, til 18:02:18 (1h 52m). https://t.co/ClmJ71Gbyq",0,0,2017-08-04 07:09:20,,pokealarm_hjstella
hjstella_home,"Dratini (27%/3/1/8/CP 463/Lvl 23) has appeared 1.4km (SW) away, til 16:38:53 (29m 51s). https://t.co/hEpVckOaFC",0,0,2017-08-04 07:09:01,,pokealarm_hjstella
Brian Yatich,"RT @padbor: #africa #tech 
India is home to the largest share—nearly 40%—of the modern-day slave population in the world. And … https://t.c…",1,0,2017-08-04 07:08:44,Follows You,Yatich
Cofoundertron_5000,"Like Google Home, but for Netflix",0,0,2017-08-04 07:08:41,"Palo Alto, CA",Cofoundertron
The Wearable Techie,Huawei's Watch 2 with Android Wear 2 goes 4G in Aussie first https://t.co/mrrGLsMrSy #Wearables #Smartwatch,0,0,2017-08-04 07:08:18,,IFTTT
UK Tech Updates,5 Google Home tips for people who love music - CNET https://t.co/WDjFziRfmq https://t.co/Avn7Ssn67j,0,0,2017-08-04 07:08:06,United Kingdom,dlvr.it
Tech Review,5 Google Home tips for people who love music - CNET https://t.co/k3IfVcRPDj https://t.co/ZaQrhkk6Mb,0,0,2017-08-04 07:08:06,United Kingdom,dlvr.it
Ian Campbell,Win this Google Home smart speaker system! Thanks @stephenpenhale1 and @appzthatrock: Enter now! https://t.co/cTkS4YXaeT,0,0,2017-08-04 07:07:14,,Twitter Web Client
Trish Hodnett,"Sorted my #summer, entered to #win Google home with #Heart https://t.co/QpPV5K5TGn",0,0,2017-08-04 07:06:48,"Glossop, Derbyshire, UK",Twitter Web Client
Sari Kola-Nyström,RT @globaldatamaker: How to get started with a #Google powered #smarthome. #cio #automation #postappera - https://t.co/PdHMdb4aah https://t…,9,0,2017-08-04 07:06:34,"Espoo, Finland",Twitter Web Client
Christoph Schmutz,How to get started with a #Google powered #smarthome. #cio #automation #postappera - https://t.co/PdHMdb4aah https://t.co/eXOa3aAQEq,9,70,2017-08-04 07:06:09,"Wien, Österreich",Pagemodo.com
Steve Scully,"RT @GoogleUK: Introducing Google Home. It's your own Google, always ready to help. For £129 RRP.
 https://t.co/FZuG125sxz",41,0,2017-08-04 07:06:00,"Hackney, London",Twitter Web Client
Justin D. Stephens,"NOT PAPERBACK! NOT NOOK! NOT KINDLE! NOT GOOGLE PLAY! NOT THIS HODGE PODGE HOME SCRAPED TOGETHER BS! 

HARDCOPY!!!!!",0,1,2017-08-04 07:05:59,,Twitter for iPhone
ya boi benny k🏳️‍🌈,ich liebe google home https://t.co/5kSIjTZaap,0,0,2017-08-04 07:05:12,Night Vale,Twitter for iPhone
Chris wonder,"How to Use Someone Else’s Music Subscription On a Shared Google Home
https://t.co/1614dUEEoo https://t.co/hhRgtIL3cX",0,1,2017-08-04 07:05:05,"Lagos, Nigeria",Crowdfire - Go Big
アイ(薇倫),RT @BBNRadio: The Gospel in a Nutshell is our message on Conference Pulpit with Dr. Robert Aldrich.  Listen at 9:00pm ET on BBN. https://t.…,1,0,2017-08-04 07:04:57,日本,Twitter for Android
Mike M,"Toronto home sales tank 40 per cent, prices down nearly $175000 since April #commercialrealestate https://t.co/KISn8kmG50",0,0,2017-08-04 07:04:47,"Toronto, Ontario",SocialOomph
zander,just set my google chrome home page to r/weed lol,0,3,2017-08-04 07:04:27,,Twitter for iPhone
Car Rental USA,"Walker Co. family returns from #vacation to find home burglarized, burned https://t.co/3cFyPnhvFj #usa #travel https://t.co/6GOIueiey9",0,0,2017-08-04 07:04:24,USA,Twibble.io
Sebastian Kaspari,Google Home speaks German now.,0,5,2017-08-04 07:03:44,"Munich & Passau, Germany",Twitter for Android
Stuart Rivera,":) 
I am trying to win a Google Home from @impartialgeek #geekslife https://t.co/TrTfmZnHWb",0,0,2017-08-04 07:03:39,New York City,Twitter Web Client
Stuart Rivera,":) 
I am going to win a Google Home, and you could too! @geekslifenet @impartialgeek https://t.co/TrTfmZnHWb #geekslife",0,0,2017-08-04 07:02:51,New York City,Twitter Web Client
marching,"for serious or leisure
even in court, #EmoryUniversity #agents told ""all lies, plain and simple""
#Comey #truth… https://t.co/n6tvLyRAFm",0,0,2017-08-04 07:01:53,,Postcron App
Andy,RT @AhmedMoeee: (REVENGE ON GOOGLE) DO NOT MAKE GOOGLE HOME VOODOO DOLL AT 3:00 AM *THIS... https://t.co/EgpeOqbyWR,57,0,2017-08-04 07:01:09,Estados Unidos,Twitter for iPhone
OmtÖcknad Swede,"IKEA Solar Panels Go on Sale in UK - The European nation is now offering solar panels for your home, adding tha... https://t.co/0jqOd4eFvn",0,0,2017-08-04 07:00:36,Worldwide,Hootsuite
Nasir Billoo,RT @CNET: 5 ways Google Home is awesome for playing music https://t.co/Aa6ERiyuV0 https://t.co/BWBZTPoFI2,14,0,2017-08-04 06:59:54,Miami,NasirsTwitterAPI
Adyaveer,"RT @shenoy70: @sardesairajdeep @MisaBharti Sir, you are growing old. So refreshing memory.https://t.co/HCnVQbkdQ0",15,0,2017-08-04 06:58:56,"Cuttack, India",Twitter for Android
Boris PADONOU,"#africa #tech 
India is home to the largest share—nearly 40%—of the modern-day slave population in the world. And … https://t.co/VHhZT4e91H",1,0,2017-08-04 06:58:11,"Cotonou, BENIN",IFTTT
LaBlades,"BIG BROTHER ROBOTS: Roomba pursuing plan to share 3D maps of your private home with Google, Apple and Amazon –https://t.co/a4hiwZD6Ar",0,0,2017-08-04 06:57:38,The World,Twitter Web Client
Loyalist,"RT @shenoy70: @sardesairajdeep @MisaBharti Sir, you are growing old. So refreshing memory.https://t.co/HCnVQbkdQ0",15,0,2017-08-04 06:57:34,Back to India ,Twitter for Android
hjstella_home,"Machamp raid has started 2.7km (NW) away, til 17:05:38 (1h 9m). https://t.co/GJOw7IniQc",0,0,2017-08-04 06:55:57,,pokealarm_hjstella
hjstella_home,"Exeggutor (40%/8/1/9/CP 765/Lvl 10) has appeared 489.2m (S) away, til 16:24:35 (29m 13s). https://t.co/qno6XBwkkQ",0,0,2017-08-04 06:55:21,,pokealarm_hjstella
Earn Extra Income,Working From Home - How Important Is It? https://t.co/QDnkyXaHMO,0,0,2017-08-04 06:52:31,Southwest USA,IFTTT
Earn Extra Income,Assistant agent work from home at YNLA https://t.co/y7OdmSJHnv,0,0,2017-08-04 06:52:31,Southwest USA,IFTTT
hjstella_home,"Mareep (27%/2/9/1/CP 374/Lvl 18) has appeared 825.0m (NE) away, til 16:21:21 (29m 3s). https://t.co/B3uxldhcLF",0,0,2017-08-04 06:52:18,,pokealarm_hjstella
Sir D' Moose III,"@SThelonius @LisaMarieBoothe @Cernovich Do you read before posting - or just Google, copy &amp; paste? Do you understan… https://t.co/pV3Wf5NK2K",0,0,2017-08-04 06:51:35,Siberia,Twitter Web Client
Lisa Martin,we like google home we doan tlike that there are no  audible indications its listning if you say ok google  and… https://t.co/vy58nlot91,0,2,2017-08-04 06:51:06,your bathroom mirror,TW Blue
ServinBot,"Wow, Atari made a google home so much effort and so much of it in the way they did.",0,0,2017-08-04 06:51:04,,servinbot
Jade North,"One Month On, Is Google Home More Than A Passing Novelty? https://t.co/ggpiupemPr",0,0,2017-08-04 06:50:18,,IFTTT
Cool,🎆 Untuk Negaraku 🎆 Family leaving for Japan to bring home body of student who drowned… https://t.co/RKLKtv5LOx,0,0,2017-08-04 06:50:18,"Sepang, Selangor",Google
mezzha,"One Month On, Is Google Home More Than A Passing Novelty? https://t.co/YFWNuJfPpU",0,0,2017-08-04 06:48:54,"ÜT: -33.719957,150.942808",Google
anarcho,"RT @anarcho: BIG BROTHER ROBOTS: Roomba pursuing plan to share 3D maps of your private home with Google, Apple and Amazon  https://t.co/6HB…",1,0,2017-08-04 06:48:11,California,Twitter for iPhone
danhardaker,@ianpatterson99 Google Home recently stopped using TuneIn for R4 and now plays directly from BBC. Hope TuneIn isn't dropping BBC content.,0,0,2017-08-04 06:47:36,Twickenham,Twitter for Android
SMHandshake,"#lifehacker: One Month On, Is Google Home More Than A Passing Novelty? https://t.co/gpLm4UN8yQ",0,1,2017-08-04 06:47:23,"Brisbane, Australia",Hootsuite
Where Did My Life Go,"Memoir News: Ermahgerd You Guys, Joanna Gaines Is Releasing a New Home Design Book! https://t.co/4qmeuIYsv3",0,1,2017-08-04 06:47:00,"Miami, FL",Hootsuite
HomeToys.com,Pebble and Essential designer Liron Damir joins Google to work on Home products https://t.co/F8gBpnZcDX,0,0,2017-08-04 06:46:41,Southern California,Hootsuite
Larry Gittens,"RT @BarbaraMSmyth: Feet on the streets time again if this is adopted, 33% cap gains on the sale of the family home! #vinb #dail https://t.c…",18,0,2017-08-04 06:46:21,Dublin,Twitter Web Client
Homegrown Security,JSO: Man arrested after 56 marijuana plants found inside home https://t.co/uOKMcoOChI,0,0,2017-08-04 06:45:57,United States.,Hootsuite
The Franchisee,Diversified Restaurant Holdings Reports Second Quarter 2017 Results https://t.co/pwwRVsypXF,0,0,2017-08-04 06:45:42,,Hootsuite
Christophe Schwoert.,VC-A News: Samaritans take to the streets for fundraising day https://t.co/QSw2lLGXnd,0,0,2017-08-04 06:45:33,Barcelona,dlvr.it
Impressive Factz,Lazy Owl - Want to help an owl to reach her home? #android #game =&gt; https://t.co/Rr61y20Y6Q,0,0,2017-08-04 06:44:07,,impressivefactz
Cody Barnett,I liked a @YouTube video https://t.co/OMSSNHL5AR (REVENGE ON GOOGLE) DO NOT MAKE GOOGLE HOME VOODOO DOLL AT 3:00 AM *THIS IS WHY*,0,0,2017-08-04 06:43:52,"Missouri, USA",Google
ej gaming,I liked a @YouTube video https://t.co/8f0657jyFk DO NOT TALK TO GOOGLE HOME AT 3:00 AM | *THIS IS WHY* | GOOGLE HOME WAS AFTER ME!!,0,0,2017-08-04 06:43:43,,Google
hjstella_home,"Dratini (69%/14/14/3/CP 500/Lvl 22) has appeared 1.6km (SW) away, til 16:12:36 (29m 8s). https://t.co/8k1xddel8W",0,0,2017-08-04 06:43:27,,pokealarm_hjstella
Lifehacker Australia,"One Month On, Is Google Home More Than A Passing Novelty? https://t.co/PlUcbiWxwE",0,0,2017-08-04 06:41:55,Australia,SocialFlow
Google Home News,"One Month On, Is Google Home More Than A Passing Novelty? - Lifehacker Australia https://t.co/B6ZsVfyLAj #GoogleHome https://t.co/NC4wK643IV",0,1,2017-08-04 06:41:08,Google,dlvr.it
Mike Gregory,@JasonBradbury just watched your #vlog on @google home. Nice work. I'd be interested to hear you thought on a full smart home setup...,0,0,2017-08-04 06:41:02,"Leeds, England",Twitter for Android
Unisa WC Learn Sup,@nariri_cwai check the schedules at https://t.co/HPJuHxFNR5  and see which campus your tutorial will take place at.,0,0,2017-08-04 06:41:00,"15 Jean Simonis Street, Parow",Twitter Web Client
Bloubulle,"RT @djhx66: Almost half of all British people support national service for young men, poll finds @321binn  https://t.co/zx53b42MFH",3,0,2017-08-04 06:40:54,,Twitter for iPhone
Wendy Dore Sutton,"Please tweet with us ! Lars's Suffering has to end ! https://t.co/bTHiBdmJvL
https://t.co/7FtAG3foxP",0,0,2017-08-04 06:40:38,U.K LONDON,Twitter Web Client
Srini Janarthanam,"Pop Quiz: Which Is Smarter, Amazon Alexa or Google Home? https://t.co/PPXuIVVFDa #chatbots https://t.co/8febAs3pvH",1,0,2017-08-04 06:39:02,Edinburgh,Buffer
David borden,"Web Development Dubai, Leave No Gaps!
https://t.co/N7AmDhRJkF
#websitedevelopmentinDubai #Dubaiwebdesign",0,0,2017-08-04 06:36:48,"Dubai, United Arab Emirates",Twitter Web Client
Awesome Morata,"A feature that's been added to Windows Phone is the ability to back up your settings, wallpaper, home screen arrange https://t.co/xKvbBUi3Ev",0,0,2017-08-04 06:36:26,Nigeria ,OnlyWire / Official App
hjstella_home,"Tyranitar raid has started 422.9m (E) away, til 17:20:27 (1h 44m). https://t.co/QYfu7vlR4n",0,0,2017-08-04 06:35:42,,pokealarm_hjstella
Michelle Walker,"One Month On, Is Google Home More Than A Passing Novelty? https://t.co/nSTZOoPILf",0,1,2017-08-04 06:35:10,"Sydney, New South Wales",IFTTT
hjstella_home,"Moltres raid has started 2.5km (SE) away, til 17:26:32 (1h 51m). https://t.co/I856igpLpR",0,0,2017-08-04 06:35:02,,pokealarm_hjstella
Smart City Feed 🤖,RT @KeithRoan: Alibaba Group Forms Partnership with Macau SAR Government to Drive Smart City Development https://t.co/xIu3OUjXNb,1,0,2017-08-04 06:35:02,,SCBotBackend
hjstella_home,"Lugia raid has started 2.7km (N) away, til 17:01:49 (1h 26m). https://t.co/lUTqlqTVng",0,0,2017-08-04 06:34:50,,pokealarm_hjstella
Mordistan,"Malaysian man turns on data roaming in Maldives, comes home to thousands deep bill: Do NOT ... https://t.co/0JAZJwcbAt",0,0,2017-08-04 06:34:17,Mordistan,IFTTT
hjstella_home,"Blastoise raid has started 672.8m (SE) away, til 17:32:36 (1h 58m). https://t.co/XOmJSlnmu9",0,0,2017-08-04 06:34:12,,pokealarm_hjstella
fenix,"@ITHINGS4 launchs the best #LED Strip w/ Alexa, Google Home &amp; IFTTT =&gt; #DLIGHT4 campaign starts soon on #kickstarter https://t.co/eKP9DkOHv6",0,0,2017-08-04 06:32:47,Hyrule Castle,Twitter Web Client
fenix,"look this easy to install #LED Strip #Alexa #Google Home &amp; #IFTTT , #DLIGHT4 campaign soon to launch on #kickstarter https://t.co/eKP9DkOHv6",0,0,2017-08-04 06:32:40,Hyrule Castle,Twitter Web Client
keith roan,Alibaba Group Forms Partnership with Macau SAR Government to Drive Smart City Development https://t.co/xIu3OUjXNb,1,0,2017-08-04 06:32:08,,Hootsuite
Jayson Estes,RT @AhmedMoeee: (REVENGE ON GOOGLE) DO NOT MAKE GOOGLE HOME VOODOO DOLL AT 3:00 AM *THIS... https://t.co/EgpeOqbyWR,57,0,2017-08-04 06:31:23,,Twitter for Android
